customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn (Yes=1)
4248-HCETZ,1,1,1,0,30,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,79.65,1
7271-AJDTL,0,0,1,0,55,1,Yes,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),94.45,0
1867-TJHTS,0,0,0,0,58,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.8,0
0516-WJVXC,0,0,0,0,5,1,No,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.2,1
6860-YRJZP,1,1,0,0,9,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.05,0
4429-WYGFR,1,0,0,0,26,1,No,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),49.15,0
5038-ETMLM,0,0,1,0,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,0
5056-FIMPT,0,0,0,1,43,1,No,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),106,0
8809-RIHDD,1,0,1,1,72,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,103.4,1
8809-XKHMD,1,0,1,0,72,1,Yes,Fiber optic,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),100.55,0
0396-YCHWO,1,0,1,0,36,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.4,0
0867-LDTTC,1,0,0,0,5,1,No,DSL,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),75.15,0
4822-NGOCH,0,0,0,0,13,1,Yes,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,1
9391-DXGGG,0,1,0,0,44,1,No,Fiber optic,0,1,1,0,0,1,One year,0,Credit card (automatic),89.15,0
9844-FELAJ,0,1,1,1,70,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,107.9,0
5307-DZCVC,0,1,1,0,32,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),85.95,1
8679-JOEVF,0,1,0,0,16,1,No,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,59.4,1
6692-YQHXC,1,0,0,0,16,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.95,0
3889-VWBID,1,0,1,1,68,1,No,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),82.85,0
9754-CLVZW,0,0,1,1,26,0,No phone service,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),38.85,0
1432-FPAXX,0,0,0,0,29,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.6,1
7080-TNUWP,1,0,1,0,70,1,Yes,Fiber optic,0,1,1,0,1,0,One year,1,Bank transfer (automatic),95,0
0496-AHOOK,1,0,1,0,24,1,No,DSL,1,0,0,1,1,1,One year,0,Bank transfer (automatic),74.4,0
8336-TAVKX,0,1,1,0,72,1,Yes,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),78.45,0
2468-SJFLM,1,0,0,0,1,1,No,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,74.3,0
3181-VTHOE,1,0,1,0,70,0,No phone service,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),51.05,0
4803-AXVYP,0,1,0,0,38,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.55,1
3884-HCSWG,0,0,0,0,17,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70,1
4567-AKPIA,0,0,1,1,41,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),109.1,0
5077-DXTCG,0,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.3,1
1142-WACZW,1,0,0,0,2,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),29.85,1
7901-HXJVA,1,0,0,0,14,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.45,0
5649-ANRML,1,1,0,0,2,1,No,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Credit card (automatic),95.1,1
5924-IFQTT,1,0,1,1,13,1,Yes,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,72.8,0
2919-HBCJO,0,0,0,0,4,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),76.65,1
4236-XPXAV,0,0,1,1,5,1,No,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Mailed check,99.15,1
8903-WMRNW,0,0,1,0,15,1,No,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Electronic check,101.75,0
2452-SNHFZ,0,0,0,0,47,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),75.45,0
3629-WEAAM,0,0,0,0,8,1,No,DSL,0,0,1,1,0,1,Month-to-month,0,Mailed check,64.1,0
6029-CSMJE,1,0,0,0,17,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.65,0
7993-NQLJE,1,0,1,1,15,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Mailed check,75.1,0
9909-DFRJA,0,0,0,0,26,1,No,Fiber optic,1,0,1,1,0,1,One year,1,Bank transfer (automatic),95.85,0
9099-FTUHS,0,0,0,0,23,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.4,0
0581-BXBUB,0,1,0,0,4,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,72.75,0
3030-YZADT,1,0,0,0,9,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.95,1
7410-KTVFV,1,0,1,0,18,1,No,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,49.55,1
5150-ITWWB,1,1,0,0,3,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.85,0
2253-KPMNB,0,0,1,1,69,0,No phone service,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),46.25,0
6429-SHBCB,1,0,0,0,19,1,Yes,DSL,0,0,0,0,1,1,Month-to-month,0,Mailed check,69.6,0
9281-OFDMF,1,1,0,0,39,1,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,90.7,0
2603-HVKCG,1,0,0,0,31,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.4,0
9097-ZUBYC,1,0,1,0,14,1,No,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),48.8,0
5148-ORICT,0,0,1,0,64,1,No,DSL,1,1,1,1,0,1,Two year,1,Mailed check,74.35,0
4578-PHJYZ,1,0,1,1,52,1,No,DSL,0,1,1,1,1,0,One year,1,Electronic check,68.75,0
7272-QDCKA,1,0,0,0,28,1,Yes,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,100.2,0
8393-DLHGA,1,0,0,1,25,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.9,1
6968-MHOMU,1,0,1,0,58,0,No phone service,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),45,0
7395-IGJOS,1,1,1,0,17,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),81.5,1
1814-WFGVS,1,0,1,1,72,0,No phone service,DSL,1,0,1,1,1,0,Two year,0,Mailed check,48.9,0
2834-SPCJV,1,0,1,0,52,1,No,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,84.1,1
1265-ZFOSD,0,0,1,0,64,1,Yes,DSL,1,1,1,1,0,1,Two year,1,Mailed check,81.3,0
6568-POCUI,0,0,1,0,45,1,No,Fiber optic,0,0,0,1,1,1,Two year,1,Credit card (automatic),95.2,0
7890-VYYWG,1,1,1,0,3,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,36.45,1
5197-LQXXH,0,0,1,0,71,1,Yes,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),83.3,0
9907-SWKKF,0,1,0,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.05,1
7682-AZNDK,1,0,1,1,34,1,No,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,89.85,0
0587-DMGBH,0,0,0,0,8,1,No,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.85,1
3745-HRPHI,1,0,1,1,66,0,No phone service,DSL,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),54.65,0
7636-OWBPG,1,1,0,0,12,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),29.35,0
6397-JNZZG,0,1,1,0,43,0,No phone service,DSL,0,1,1,0,1,1,Month-to-month,0,Credit card (automatic),55.55,1
0570-BFQHT,0,0,0,0,9,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,80.55,0
3523-QRQLL,0,0,1,1,22,1,No,DSL,0,1,0,0,1,1,One year,1,Bank transfer (automatic),69.5,1
8564-LDKFL,1,0,1,0,40,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),106,0
0895-DQHEW,1,0,1,0,54,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.3,1
4717-GHADL,0,0,0,0,50,1,Yes,DSL,0,1,0,1,1,1,Two year,1,Mailed check,79.6,0
5501-TVMGM,1,0,0,0,1,1,No,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.25,0
5879-HMFFH,0,0,1,0,72,1,Yes,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),88.05,0
3810-DVDQQ,0,0,1,1,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),117.6,0
8550-XSXUQ,1,0,1,0,48,1,Yes,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),70.55,0
8149-RSOUN,0,0,0,0,1,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,1
9055-MOJJJ,0,0,1,1,64,1,No,DSL,1,0,0,1,1,0,One year,0,Mailed check,65.8,0
0585-EGDDA,1,0,1,0,40,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,80,0
4032-RMHCI,0,0,1,1,41,0,No phone service,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,0
0549-CYCQN,1,1,0,0,51,1,Yes,Fiber optic,0,1,0,0,0,0,One year,1,Bank transfer (automatic),79.6,0
3481-JHUZH,1,0,1,0,41,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.25,0
7250-EQKIY,0,0,1,1,1,1,No,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,50.45,1
6869-FGJJC,1,0,0,0,68,1,No,Fiber optic,0,1,1,0,0,0,One year,0,Credit card (automatic),79.6,0
8205-VSLRB,1,0,1,0,70,1,Yes,DSL,1,0,1,1,0,1,Two year,0,Credit card (automatic),77.3,0
5960-MVTUK,1,0,0,0,3,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,29.75,0
6817-WTYHE,1,0,0,0,2,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.9,0
3082-VQXNH,1,0,1,0,3,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),29.8,0
4013-UBXWQ,0,0,0,0,7,1,Yes,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,74.65,1
4931-TRZWN,0,0,0,0,13,1,No,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,71.95,0
7669-LCRSD,1,0,1,1,12,1,No,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,56.3,0
3567-PQTSO,1,0,1,1,53,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.25,0
5519-NPHVG,0,0,0,0,12,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.2,1
9938-EKRGF,0,0,0,0,15,1,No,DSL,1,1,1,1,1,1,Month-to-month,0,Mailed check,84.45,0
2703-AMTUL,1,0,1,1,36,1,No,DSL,1,1,0,0,0,0,One year,0,Mailed check,53.65,0
0928-JMXNP,1,1,1,0,4,0,No phone service,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,29.9,0
4825-XJGDM,0,0,0,0,61,0,No phone service,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),43.7,0
5402-HTOTQ,1,0,0,0,16,1,Yes,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,55.3,0
3890-RTCMS,1,0,0,0,16,1,No,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.45,0
8849-GYOKR,0,0,1,0,54,1,Yes,Fiber optic,1,1,0,0,1,1,One year,0,Bank transfer (automatic),106.55,1
3665-JATSN,0,0,0,0,19,0,No phone service,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,39.7,0
7966-YOTQW,1,0,0,0,10,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),54.5,0
0461-CVKMU,0,0,1,1,23,1,No,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,83.8,1
8806-EAGWC,1,0,0,0,3,1,No,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.15,1
8853-TZDGH,0,0,0,0,72,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.6,0
7779-LGOVN,1,1,1,0,10,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.65,1
4324-BZCKL,0,0,1,1,10,1,No,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,55.55,0
9710-ZUSHQ,0,1,0,0,37,1,Yes,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),106.75,1
1536-YHDOE,1,0,1,1,17,1,Yes,DSL,1,0,0,1,0,0,One year,1,Mailed check,62.1,0
8123-QBNAZ,0,0,1,1,36,1,Yes,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Credit card (automatic),104.5,0
3629-ZNKXA,1,1,0,0,17,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.8,0
4827-LTQRJ,0,1,1,1,66,1,Yes,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),110.6,0
7711-YIJWC,1,0,1,1,61,1,No,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),84.9,0
5482-VXSXJ,1,0,0,0,22,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Mailed check,93.2,0
7365-BVCJH,1,0,0,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.4,0
9620-ENEJV,0,0,0,0,6,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.55,0
4183-WCSEP,1,0,0,0,31,1,No,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,78.45,1
2378-YIZKA,0,0,1,1,68,1,No,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),85,0
5498-TXHLF,0,0,1,1,34,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,87.45,1
0689-DSXGL,0,0,1,1,52,1,No,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),85.8,0
6818-DJXAA,0,0,0,1,10,1,No,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Electronic check,91.1,0
9722-UJOJR,1,0,1,1,29,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.75,1
6778-EICRF,1,0,1,1,24,1,Yes,DSL,1,0,0,0,1,1,One year,0,Mailed check,74.8,0
4132-KALRO,0,0,0,0,4,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,100.85,0
3902-FOIGH,1,1,1,0,12,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.35,1
6772-KSATR,1,0,0,0,1,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,81.7,1
7112-OPOTK,1,0,0,0,33,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,68.25,1
2874-YXVVA,0,0,0,0,34,1,No,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,105.1,0
4210-QFJMF,0,0,0,0,4,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.15,1
4293-ETKAP,0,0,1,1,65,1,Yes,DSL,0,1,0,1,1,1,Two year,1,Bank transfer (automatic),79.4,0
6064-PUPMC,1,0,1,1,23,1,No,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),57.2,0
6504-VBLFL,1,0,1,0,55,1,No,DSL,1,1,1,0,0,0,Two year,0,Electronic check,58.6,0
6322-PJJDJ,1,0,1,0,49,1,No,Fiber optic,0,1,0,0,1,1,Two year,1,Electronic check,94.8,0
0330-BGYZE,1,0,1,0,60,1,Yes,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),102.5,0
7586-ZATGZ,1,0,0,0,40,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.9,0
7197-VOJMM,1,0,1,0,67,1,No,DSL,1,1,0,1,0,1,Two year,1,Credit card (automatic),69.2,0
3318-OSATS,1,1,0,0,35,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,1
5828-AVIPD,1,0,1,1,19,1,Yes,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.95,1
9626-VFRGG,0,0,0,1,41,1,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),88.5,0
7075-BNDVQ,0,0,0,0,4,0,No phone service,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,35,0
9143-CANJF,0,0,1,1,24,1,No,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,55.15,0
7284-BUYEC,0,0,0,0,5,0,No phone service,DSL,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),50.95,0
2041-JIJCI,0,0,0,0,5,1,Yes,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,64,0
1086-LXKFY,0,0,1,1,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.1,1
4900-MSOMT,0,0,1,1,72,1,Yes,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),80.2,0
2229-VWQJH,0,0,0,0,24,1,No,DSL,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),49.3,0
9194-GFVOI,0,0,1,0,42,1,Yes,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),84.35,0
4282-MSACW,1,0,0,0,68,1,Yes,Fiber optic,1,1,1,1,1,1,One year,1,Credit card (automatic),117.2,0
2636-ALXXZ,0,1,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,1
7774-OJSXI,1,0,0,0,31,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,103.45,1
7786-WBJYI,0,0,0,0,4,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),77.95,1
0136-IFMYD,1,1,1,0,69,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,109.95,0
5144-TVGLP,1,1,0,0,38,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.75,0
9643-AVVWI,0,0,1,1,3,1,No,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,80,0
0253-ZTEOB,0,0,1,1,48,1,Yes,DSL,0,1,0,1,1,1,Two year,0,Electronic check,79.65,0
9885-CSMWE,0,1,0,0,1,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.45,1
6137-MFAJN,0,0,0,0,48,0,No phone service,DSL,1,1,0,0,1,0,Month-to-month,1,Electronic check,44.8,0
2402-TAIRZ,0,0,0,0,37,1,No,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,80.05,0
9659-ZTWSM,1,1,1,0,66,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),107.35,0
9139-TWBAS,0,0,1,0,26,0,No phone service,DSL,1,1,1,0,1,0,One year,0,Bank transfer (automatic),47.85,0
6685-GBWJZ,1,0,1,0,63,1,No,DSL,1,1,0,1,1,0,One year,0,Credit card (automatic),70.8,0
5016-ETTFF,1,0,0,0,10,0,No phone service,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,29.5,1
3866-MDTUB,0,0,0,0,2,1,No,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,70.75,1
2195-VVRJF,1,1,1,0,18,1,No,DSL,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),59.1,0
8058-JMEQO,0,1,0,0,9,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.45,1
5043-TRZWM,0,0,0,0,1,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,75.55,0
0697-ZMSWS,1,0,0,0,4,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.65,1
7657-DYEPJ,1,1,0,0,38,1,No,DSL,0,1,1,1,1,0,One year,1,Credit card (automatic),70.15,1
9494-BDNNC,1,0,1,0,66,1,Yes,Fiber optic,0,1,1,0,0,1,One year,0,Electronic check,95.3,0
1640-PLFMP,0,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.25,0
5366-OBVMR,0,0,1,0,18,1,No,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.3,0
8276-MQBYC,1,1,0,0,51,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,97.8,1
7593-XFKDI,1,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.3,1
0337-CNPZE,0,0,0,0,41,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.3,1
0840-DFEZH,0,0,0,0,7,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,0
1513-XNPPH,0,0,0,0,12,1,No,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,89.4,1
8690-ZVLCL,0,0,1,1,68,1,Yes,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88,0
6015-VVHHE,0,1,0,0,5,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),83.15,1
1125-SNVCK,0,1,0,0,49,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.8,0
0384-LPITE,1,0,0,0,40,0,No phone service,DSL,1,1,1,0,1,1,One year,0,Credit card (automatic),62.05,0
6347-DCUIK,1,0,0,0,10,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.15,1
1335-HQMKX,0,0,1,0,72,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,101.35,0
2545-EBUPK,0,1,0,0,2,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.05,0
2172-EJXVF,0,1,0,0,71,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.9,0
0897-FEGMU,0,0,1,0,11,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,1
7663-RGWBC,1,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.15,1
1120-BMWUB,0,0,0,0,16,1,No,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,53.9,1
9124-LHCJQ,0,0,0,0,1,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,85.45,1
4536-PLEQY,1,0,1,0,12,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),85.05,0
7029-IJEJK,0,0,0,0,54,0,No phone service,DSL,1,0,0,1,0,1,One year,0,Bank transfer (automatic),44.1,0
8871-JLMHM,0,0,1,0,68,1,Yes,Fiber optic,0,1,1,1,0,0,Two year,0,Credit card (automatic),90.2,0
2235-ZGKPT,0,0,1,1,4,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.85,1
3891-PUQOD,0,0,0,1,1,1,No,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,59.2,1
5447-VYTKW,1,0,0,0,27,1,No,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.45,0
0689-NKYLF,1,0,0,0,13,1,No,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,83.2,1
8659-HDIYE,0,1,0,0,64,1,Yes,DSL,0,1,1,1,0,1,Month-to-month,0,Credit card (automatic),74.65,0
3658-KIBGF,0,0,0,0,1,1,No,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,54.9,1
3474-BAFSJ,1,0,1,0,57,0,No phone service,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),57.5,0
5519-YLDGW,0,0,1,0,21,1,Yes,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,103.9,1
1855-AGAWH,1,0,1,0,31,1,No,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,93.8,0
7109-CQYUZ,1,0,0,0,52,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Mailed check,89.25,0
1370-GGAWX,0,0,0,0,46,1,Yes,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,94.15,0
4680-KUTAJ,0,1,0,0,11,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,55.6,0
5307-UVGNB,0,0,1,1,53,0,No phone service,DSL,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),48.7,0
2883-ILGWO,1,1,0,0,57,1,Yes,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.9,0
2516-VQRRV,0,1,0,0,2,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.45,1
7580-UGXNC,0,1,0,0,2,1,No,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.85,1
5766-FTRTS,1,0,1,0,72,1,No,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.45,0
5178-LMXOP,1,1,1,0,1,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.1,1
8879-ZKJOF,0,0,0,0,41,1,No,DSL,1,0,1,1,1,1,One year,1,Bank transfer (automatic),79.85,0
8185-UPYBR,1,0,1,0,6,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,1
4585-HETAI,0,0,1,1,4,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.75,1
7526-BEZQB,1,0,0,0,12,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1
1474-JUWSM,0,0,1,0,58,1,Yes,DSL,1,0,0,1,0,1,One year,1,Electronic check,68.4,0
8498-XXGWA,0,0,1,0,65,1,No,DSL,1,0,1,0,0,0,Month-to-month,1,Mailed check,55.15,0
9617-INGJY,1,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.6,0
7636-PEPNS,0,0,1,1,58,1,No,DSL,0,0,0,0,0,0,One year,1,Mailed check,44.1,0
